Station_name,NO2,Type_of_station,X,Y,predicted,CV,predicted_CV,spatial_CV,predicted_spatialCV,residual,residual_CV,residual_spatialCV,model,product
Moleno-A2,30.8827397260274,traffic,2719940,1126560,26.152444659106443,3,25.979151388052262,2,24.562337970918712,4.730295066920956,4.903588337975137,6.320401755108687,SLR,OMI
Montana,10.1631578947368,background,2603346,1128235,10.457337400840808,3,10.551231827862473,2,8.843031570837816,-0.2941795061040082,-0.38807393312567307,1.3201263238989842,SLR,OMI
Montreux,16.9458563535912,background,2559500,1142490,21.25565185658715,2,20.941938743544107,5,21.452145286731845,-4.30979550299595,-3.9960823899529068,-4.506288933140645,SLR,OMI
Morges,21.3454545454545,background,2527930,1151552,30.254552441523305,2,30.085457804596643,4,30.877097282968514,-8.909097896068804,-8.740003259142142,-9.531642737514012,SLR,OMI
Muttenz-Hard-A2,41.0131652661064,traffic,2615780,1265295,35.668334371388845,2,35.90736921048797,5,34.19856074607394,5.344830894717553,5.105796055618427,6.814604520032461,SLR,OMI
Neuchâtel,25.2290960451977,traffic,2561518,1204935,22.09600802814723,3,22.115387499437226,4,22.121156983490447,3.1330880170504685,3.113708545760474,3.1079390617072526,SLR,OMI
Neuhausen-Schaffhauserstrasse,28.536914600551,traffic,2688816,1282412,25.054605770740917,4,25.037270255203847,3,25.319038286819968,3.4823088298100835,3.4996443453471535,3.2178763137310327,SLR,OMI
Nyon-Hôpital,15.7158774373259,background,2506900,1137640,22.18704246621935,2,22.392604815919682,5,23.106332087403654,-6.471165028893449,-6.676727378593782,-7.3904546500777535,SLR,OMI
Opfikon-Balsberg,33.6225274725275,traffic,2685351,1254830,37.243897057893555,1,38.60202912210996,3,36.86949699091529,-3.621369585366054,-4.97950164958246,-3.246969518387786,SLR,OMI
Opfikon-Glattpark,25.3533149171271,background,2684665,1253012,23.507793693105036,3,23.24875226099519,3,22.566656256970052,1.8455212240220646,2.104562656131911,2.786658660157048,SLR,OMI
Payerne,11.5545205479452,background,2562285,1184775,12.88022202555764,2,13.28683611286266,4,13.082258908781261,-1.325701477612439,-1.7323155649174602,-1.5277383608360608,SLR,OMI
Rapperswil-Tüchelweier,20.3230555555556,traffic,2704856,1231660,22.450486207536667,4,22.83177993373602,3,22.75214003107593,-2.127430651981065,-2.5087243781804176,-2.4290844755203267,SLR,OMI
Reiden-A2,25.2475274725275,traffic,2639560,1232110,24.545675988549412,1,24.5284037119989,5,24.491051530445304,0.7018514839780892,0.7191237605285998,0.7564759420821972,SLR,OMI
Rigi-Seebodenalp,4.82657534246575,background,2677835,1213440,2.8625202818171536,5,-0.6328618247892253,4,2.942155052127316,1.9640550606485965,5.4594371672549755,1.8844202903384342,SLR,OMI
Rothenbrunnen-A13,21.7770718232044,traffic,2751540,1181150,20.701458893803352,3,20.546249811082518,1,20.14638136652961,1.0756129294010464,1.2308220121218802,1.6306904566747882,SLR,OMI
San-Vittore,13.4232044198895,traffic,2728549,1122183,16.479490278340986,5,15.993917081373898,2,15.111273977432583,-3.0562858584514867,-2.5707126614843983,-1.6880695575430842,SLR,OMI
Saxon,14.5318681318681,background,2577566,1109764,12.710013807783625,1,12.769124441617747,2,11.098845884511991,1.821854324084475,1.7627436902503533,3.4330222473561083,SLR,OMI
Schupfart-Blind,8.77762039660057,background,2639304,1263441,5.794531908390243,5,3.7721017603695426,5,6.35937180550406,2.983088488210327,5.005518636231027,2.4182485910965097,SLR,OMI
Schwyz,16.3969863013699,background,2691911,1208039,18.754881064147536,4,19.395187299253536,4,19.222069566651562,-2.3578947627776365,-2.998200997883636,-2.8250832652816626,SLR,OMI
Sion,20.4603305785124,traffic,2593702,1120409,19.28134499741777,5,20.858932510180992,2,18.01513131239471,1.1789855810946328,-0.3986019316685905,2.4451992661176902,SLR,OMI
Sion-Aéroport-A9,29.7285714285714,traffic,2592540,1118755,27.812878894069634,2,27.201543202640313,2,26.304486702571317,1.9156925345017655,2.527028225931087,3.424084726000082,SLR,OMI
Sissach-Bützenen,15.1540166204986,background,2628415,1257193,13.91893657657195,3,13.75542695322786,5,14.348012525252855,1.2350800439266507,1.3985896672707412,0.8060040952457452,SLR,OMI
Solothurn-Altwyberhüsli,15.4088154269972,background,2607067,1229160,15.906811025546705,5,16.373080824568273,5,16.070689833797836,-0.4979955985495046,-0.9642653975710722,-0.661874406800635,SLR,OMI
Solothurn-Werkhofstrasse,22.4402739726027,traffic,2607259,1228757,19.13932063733231,1,18.563355942923778,5,18.75990978994301,3.300953335270389,3.8769180296789223,3.680364182659691,SLR,OMI
St-Gallen-Blumenbergplatz,33.0806629834254,traffic,2746011,1254720,29.165533387984908,5,28.383418286414873,3,29.05151133856731,3.91512959544049,4.697244697010525,4.029151644858089,SLR,OMI
St-Gallen-Stuelegg,6.50413223140496,background,2747601,1252530,3.169698308052115,5,-0.9736924066535317,1,1.4025831237697408,3.3344339233528455,7.477824638058492,5.101549107635219,SLR,OMI
Tänikon,11.132782369146,background,2710500,1259810,12.847514815629228,5,12.144443562244565,3,13.954390957063408,-1.7147324464832288,-1.0116611930985648,-2.8216085879174084,SLR,OMI
Thônex-Foron,17.4019178082192,background,2505254,1116758,17.36823891848506,1,17.392389055781813,5,17.56745468253588,0.03367888973414068,0.0095287524373866,-0.16553687431668251,SLR,OMI
Thun-Bälliz,20.3532544378698,background,2614380,1178750,17.23153232105305,4,17.33780711332217,1,17.236637730253733,3.121722116816752,3.0154473245476296,3.1166167076160676,SLR,OMI
Thun-Pestalozzi,14.9313186813187,background,2614075,1178160,17.301133398572368,5,17.592799235429162,1,17.32570143988901,-2.369814717253668,-2.6614805541104616,-2.394382758570309,SLR,OMI
Weinfelden-Berufsbildungszentrum,8.25,background,2725371,1269705,16.67903005751583,2,18.029631633794686,3,17.36198778028156,-8.429030057515831,-9.779631633794686,-9.11198778028156,SLR,OMI
Winterthur-Veltheim,15.7108333333333,background,2696556,1262725,17.71640509873838,3,17.710480598200462,3,18.35958753220261,-2.0055717654050813,-1.9996472648671624,-2.6487541988693106,SLR,OMI
Yverdon-les-Bains,16.6079889807163,background,2538615,1181105,20.485799268237002,4,20.254669181672874,4,20.2009883918052,-3.8778102875207026,-3.646680200956574,-3.5929994110889005,SLR,OMI
Zug,25.4345205479452,traffic,2681625,1224641,17.609376603660785,4,17.896762822929386,3,17.80136088764949,7.825143944284417,7.537757725015815,7.633159660295711,SLR,OMI
Zürich-Heubeeribüel,12.6069252077562,background,2685126,1248460,14.172663399616694,5,13.820467313244187,3,15.263965841575619,-1.5657381918604933,-1.2135421054879867,-2.6570406338194186,SLR,OMI
Zürich-Kaserne,24.0316804407713,background,2682450,1247990,21.788818764799714,2,22.196088868432344,3,20.94056625217915,2.242861675971586,1.8355915723389558,3.091114188592151,SLR,OMI
Zürich-Rosengartenstrasse,44.4698630136986,traffic,2682096,1249940,36.49900104129842,3,36.25103441305677,3,36.103863086470255,7.970861972400179,8.218828600641828,8.365999927228344,SLR,OMI
Zürich-Schimmelstrasse,35.2633608815427,traffic,2681942,1247245,32.52093035475067,5,32.30922314389026,3,32.21136273902635,2.7424305267920346,2.954137737652445,3.0519981425163536,SLR,OMI
Zürich-Stampfenbachstrasse,26.2805479452055,traffic,2683146,1249020,33.64919186967659,1,34.416264595386124,3,33.32405169826396,-7.36864392447109,-8.135716650180623,-7.043503753058456,SLR,OMI
