layers,neurons,epochs,batch.size,regularization,MSE_training,MSE_CV,MAE_training,MAE_CV,R2_training,R2_CV
2,50,20,20,NA,27.084199819472595,32.23221520564174,3.8832653607354883,4.380128590003088,0.6942521325714821,0.6293362470811272
3,50,20,20,NA,27.48332299823678,28.002466877326235,4.091211804230346,4.026798929808344,0.6904951194192559,0.6828281806519675
4,50,20,20,NA,23.23464986983401,30.399947155273008,3.6346199593042403,4.188055054585898,0.7361525742337828,0.6561916272275774
1,100,20,20,NA,25.518084220035817,34.994613959928444,3.879292330957622,4.70501097747205,0.7124720122175617,0.5968320628506646
2,100,20,20,NA,22.3907012747613,28.313754658075073,3.6188640877459646,4.078992603760652,0.745358919637199,0.6744690862408782
3,100,20,20,NA,19.856834245052408,31.457229310794315,3.4691061476131306,4.303685907172859,0.7730535722489921,0.637910467964962
4,100,20,20,NA,16.8598848046207,32.690772228262745,3.0165069123201493,4.482628527775767,0.8073490290099528,0.6272095527202671
1,5,30,20,NA,50.53023475255511,56.468981379771975,5.472366550522321,5.913154614954728,0.466842967613041,0.4346015364685831
2,5,30,20,NA,45.57479193623345,64.67625302982476,5.202231511846343,6.203254407808215,0.49083399668659955,0.39013486048347146
3,5,30,20,NA,62.52657422983751,278.5116778727158,5.783284292336945,13.499308642448554,0.49792759130607345,0.06996660059289796
4,5,30,20,NA,42.61012218802584,198.58296668657084,5.092887134849567,10.619025698069398,0.5219428302571163,0.12553889418618736
1,10,30,20,NA,45.480004885646885,42.42227621414622,5.201976936219845,5.0572184250687915,0.5040572334983698,0.5303851800312566
2,10,30,20,NA,64.56433453088374,44.356741653429346,5.978238315724792,5.088533869636688,0.3960389765073074,0.5093319327664566
3,10,30,20,NA,53.35506942156108,41.05690508975847,5.67519856706381,5.014825310273654,0.45255692640262274,0.5352678611853572
4,10,30,20,NA,38.51125651194782,77.36584612767693,4.774475632478396,6.362929295135546,0.5632266451576325,0.32612087117242616
1,15,30,20,NA,38.07701085507942,40.60787830027662,4.826044261802555,4.9213636485268655,0.5660640193340163,0.5388176505933983
2,15,30,20,NA,28.975337104971015,40.2377724513444,4.157155215817837,4.921592154749159,0.6683717612337031,0.5506598700475421
3,15,30,20,NA,35.246475476693135,41.08026282838154,4.615502026971532,4.896892618425758,0.5961049183951546,0.5315266767713501
4,15,30,20,NA,41.21876797003967,45.55802970157769,5.03521866276224,5.247452436295417,0.5365733513852843,0.5103878476947525
1,30,30,20,NA,28.453419659637365,38.129831786002995,4.1259893622718735,4.993827923895437,0.671995934533152,0.5656833978839119
2,30,30,20,NA,27.63534901934726,32.064280676498356,4.135219264900859,4.367274621031442,0.6898709198604253,0.6302347869927463
3,30,30,20,NA,21.48150157098198,33.56928539505617,3.6001146639133053,4.5912034213150745,0.7546089343746999,0.6128786047590096
4,30,30,20,NA,23.30774170580027,30.877250733078068,3.692313377604867,4.326067844835032,0.7345312401702665,0.6457208269415311
1,50,30,20,NA,24.168750938930195,34.06746801461476,3.781658965315749,4.520068610234693,0.7252314241326755,0.6082096897082012
2,50,30,20,NA,20.49144132361998,26.065363678387673,3.5109630534533767,3.9059776126767654,0.7658211523058301,0.7005406040237802
3,50,30,20,NA,20.13322933324972,31.607622346436887,3.437362612009519,4.345870766337589,0.770922077396561,0.6362917501384217
4,50,30,20,NA,17.880074383909275,31.10979437764048,3.109586057714755,4.2684280183657775,0.7999415113867132,0.6433816818291268
1,100,30,20,NA,21.537538902955575,30.1336110541921,3.529268689105476,4.273428371460498,0.75433054647365,0.6534877356771868
2,100,30,20,NA,18.040399820745304,29.094965799716867,3.1174181728426467,4.046178053037551,0.7943727592927119,0.6658600122428728
3,100,30,20,NA,14.453068397280788,27.161327860853877,2.8022897991440634,4.037283802200816,0.8366938541345266,0.6871060867826275
4,100,30,20,NA,14.353363673590732,29.3052120669279,2.7646906383360523,4.141583500653097,0.8376150004997204,0.6625052004553981
1,5,50,20,NA,36.00322667753191,124.91739153416219,4.649274993365834,7.566929263435886,0.5920739467071227,0.18510913203462584
2,5,50,20,NA,47.78881559840157,41.193036499701506,5.396146145270622,4.989784111711704,0.4972478582901644,0.5349189291157188
3,5,50,20,NA,51.583782635507966,48.58148144145703,5.350473151394566,5.3549305136493786,0.46776071849321404,0.47441786922860085
4,5,50,20,NA,47.47263675276937,38.04071548037247,5.337547969010631,4.8963726971316435,0.4781060187804293,0.5686123231371247
1,10,50,20,NA,31.816288261735593,37.794477353046624,4.380563949237364,4.838188117292387,0.6331987653016042,0.567428929965957
2,10,50,20,NA,33.825254873565704,35.84720432523682,4.579180897745128,4.629183906380541,0.610442423796412,0.5875747889547235
3,10,50,20,NA,31.446736976260105,37.86905163741132,4.435876193596829,4.817926777975215,0.6375517095972596,0.5699004924912269
4,10,50,20,NA,31.17434749800134,36.809587462138815,4.3164893506820645,4.808953643791728,0.6429319139757291,0.5836952136864291
1,15,50,20,NA,24.614652094338787,36.116092439953604,3.8719551989449297,4.822401169980939,0.7181561763907524,0.5843490052644473
2,15,50,20,NA,33.117579610387395,32.65804495801618,4.525669202863561,4.421131999323697,0.6195525673570605,0.6246563779295745
3,15,50,20,NA,30.61445834433535,34.57846299489498,4.315691180171029,4.55406613013443,0.6487904873746562,0.605635555440179
4,15,50,20,NA,24.934261233338553,28.90742621492428,3.835907060403563,4.136578488582592,0.7202685883714354,0.670473106494346
1,30,50,20,NA,24.724858639247685,32.21533046566846,3.9324661652793242,4.375945013029383,0.7165457840384475,0.6290984081878556
2,30,50,20,NA,25.30380644697089,28.97343171253122,3.9019393884428855,4.182531794144798,0.711419422343126,0.6671814528306997
3,30,50,20,NA,23.97407048812885,30.424620538222722,3.7762275260818363,4.191915680571647,0.7251060718923621,0.6506129934405357
4,30,50,20,NA,15.261412419010043,29.431171305276447,2.9267412082042736,4.297587990294811,0.8265652119774219,0.663366515719204
1,50,50,20,NA,21.95812545991575,29.713470863142547,3.5120070621545705,4.247059779078791,0.751809158746072,0.658126016581054
2,50,50,20,NA,16.584698744456247,28.761572724960573,2.9976360635419783,4.125927478879238,0.8101510449881137,0.6750471265108965
3,50,50,20,NA,16.98933166434489,29.131066998090773,3.029064891279561,4.046558868999663,0.8053061638917847,0.6647032671120788
4,50,50,20,NA,14.064292384704343,33.01347213255993,2.8203296433547034,4.3926692777634,0.8390340157620768,0.6397051466501208
1,100,50,20,NA,17.409948755648504,28.55981783736126,3.1400720871829075,4.129464510627766,0.8013081107729679,0.674807168426774
2,100,50,20,NA,13.027490822835166,31.1516766489628,2.6978477357111545,4.274559918353528,0.8527100056147207,0.6493227788358694
3,100,50,20,NA,8.237243733402964,31.977547332745004,1.9572604349547666,4.314944793985569,0.9089608379177487,0.642882380795062
4,100,50,20,NA,8.227976572158925,32.394636029583666,1.9576622161459862,4.324571008669086,0.9053959921007738,0.6392934701368939
1,5,20,30,NA,57.88579978510171,142.78148958665992,5.850758913442844,9.054801150550839,0.44251824587967054,0.1908073676849763
2,5,20,30,NA,68.81057754470469,177.74312792298824,6.548547159320649,9.704073348875054,0.3388836999201517,0.14320528938605476
3,5,20,30,NA,75.19327690002561,107.97390599653161,6.508097236068976,8.111748357589615,0.4953027760165277,0.30497721548028106
4,5,20,30,NA,353.72121300006313,318.932997372331,16.820428083907245,15.285377567986256,0.4604879287216101,0.07824486337816397
1,10,20,30,NA,42.1807822155909,52.17003364950295,5.004535281564314,5.436319001469547,0.5413527026501257,0.47360005884291523
2,10,20,30,NA,46.12348609948346,93.41478935418392,5.357997860200775,6.826790967987741,0.4725020556077304,0.2963223043391683
3,10,20,30,NA,367.0138635086841,174.45455629405498,17.132824673499346,9.915382009912326,0.32193961043217584,0.12659156866354718
4,10,20,30,NA,57.875355233994924,147.52861355679752,6.0024870584460395,8.360501868318845,0.4200480349185871,0.13593260187532827
