layers,neurons,epochs,batch.size,regularization,selection,MSE_training,MSE_CV,MAE_training,MAE_CV,R2_training,R2_CV
4,10,25,10,1,1,20.88634291789997,53.99460429052277,2.986338493221761,5.408308917143829,0.8441667673467796,0.6222564636056748
1,20,25,10,1,1,32.40127938274482,56.80876662659579,3.8004301221572554,5.552592740540443,0.8069560829215565,0.6040439604237294
2,20,25,10,1,1,20.10988828507615,57.02317730908589,2.998730404456844,5.609865892959653,0.8496211769374424,0.6039457673967026
3,20,25,10,1,1,21.363186043813272,56.32452026828835,2.993129623375529,5.480309984098801,0.8499649453024622,0.6140302054947502
4,20,25,10,1,1,28.055560793958556,60.53171394884356,3.634750721945235,5.7582125399231145,0.8579736960297628,0.5855216063691332
1,50,25,10,1,1,21.428636622483864,52.90190790525123,3.0327358933981365,5.3816403322782564,0.8482533760926394,0.6324952310882151
2,50,25,10,1,1,16.932026057527224,54.85215193660349,2.8558817472647537,5.488213357067647,0.879278044598591,0.6135737921542544
3,50,25,10,1,1,16.35103317957617,60.77979960262564,2.7025437862822717,5.710272897478596,0.8952008800322601,0.5745427269242934
4,50,25,10,1,1,14.751524185180722,61.498676386811,2.53513656358178,5.789452278773244,0.894060865731949,0.5646435276180387
1,100,25,10,1,1,22.365576542977724,57.167936341543765,3.1554376515264413,5.607267934550971,0.8731395127365259,0.6021910125488924
2,100,25,10,1,1,15.37006151791663,60.778916306412576,2.560626687842746,5.711776490264499,0.8861064525424043,0.575754825836942
3,100,25,10,1,1,16.428237166537233,61.11493186251389,2.701981973539632,5.842079344439827,0.880168022573913,0.5728209380541113
4,100,25,10,1,1,27.76909694516152,53.15582492912325,3.8034159252992454,5.269728609795007,0.8958794132886215,0.6191284356044462
1,200,25,10,1,1,20.20337135066514,52.30041830749884,2.9727284280877475,5.334501868228748,0.8703438374117721,0.6301696918645682
2,200,25,10,1,1,16.82157093459684,58.228447177232255,2.7052719886050163,5.791384104883238,0.8774914470624874,0.5959476927160555
3,200,25,10,1,1,15.659013116910927,54.79407845027149,2.6886762744912587,5.5147206179957085,0.8842042820175456,0.6036357806258147
4,200,25,10,1,1,16.846404236442673,56.123863328842056,2.7424063938198784,5.500196512166921,0.9011018199951183,0.6018583667596406
1,5,50,10,1,1,32.76630772348902,56.63297500724071,3.7614329469286045,5.617151928847664,0.7808249707754578,0.6023202057922485
2,5,50,10,1,1,25.38100742664921,59.07147560912342,3.3166028019906277,5.6977123298387955,0.8139861808248966,0.5959291940293502
3,5,50,10,1,1,25.4770881817123,60.51910151199788,3.3599066677741116,5.850729479804893,0.809300033915828,0.5821070160976324
4,5,50,10,1,1,23.863266007126953,62.62636499133866,3.2189241363713683,5.824965147875189,0.8207885039886977,0.5756892395734826
1,10,50,10,1,1,25.520250612918694,57.24878322718867,3.2524858027618766,5.645693192349588,0.8241531759796541,0.6138749677666527
2,10,50,10,1,1,21.00382916328911,62.62831560293286,2.9909829969966046,6.050608915971843,0.8597343164648155,0.5802746805096212
3,10,50,10,1,1,21.244011125578236,61.60908260900446,3.0227210620211604,5.785887642517486,0.8625465656561454,0.5670496319625469
4,10,50,10,1,1,15.376561606819811,66.8318636005511,2.6337527288676097,6.183907491921804,0.8844774644690583,0.546865700071893
1,20,50,10,1,1,18.045753318537255,55.603108813279974,2.8166181967273176,5.461698176530368,0.8657037711989928,0.6233927317158353
2,20,50,10,1,1,19.932938294173898,61.226526689554014,2.8541483689063916,5.8607280092123615,0.8638092701999797,0.5832090006882034
3,20,50,10,1,1,16.55374591899297,63.56137139117635,2.6410404287544735,5.801150593824641,0.8897855981963622,0.5607235881901583
4,20,50,10,1,1,20.551199879570092,61.51606681597887,3.0606062780803613,5.855456894565507,0.8867749992129341,0.590836935996274
1,50,50,10,1,1,16.86502834512436,56.70802866975272,2.624718990631927,5.605169248877968,0.8790161815511439,0.6111632870163326
2,50,50,10,1,1,13.361522696984911,59.44725945520476,2.3786514760494155,5.607756461789841,0.9002274868687746,0.5857153400697013
3,50,50,10,1,1,11.467887990674827,53.902882669716305,2.214845779538095,5.272585907509497,0.9143029936925945,0.6242499044695143
4,50,50,10,1,1,13.22215457627102,58.652804029398816,2.3917945996531653,5.585925344969957,0.9075430370100701,0.5908621347231037
1,100,50,10,1,1,16.314740612353052,59.53162184056704,2.6004000859946688,5.775108840605575,0.8874382367013329,0.597840279619356
2,100,50,10,1,1,13.318176930379103,57.25905484788537,2.439640689120915,5.618947255011838,0.8988558201673169,0.5991061383194116
3,100,50,10,1,1,15.719044937106784,57.85255489699408,2.6080447676172978,5.559866621292622,0.9128780091736226,0.5910492778279145
4,100,50,10,1,1,11.798748929812627,59.969852399314334,2.2855803405020803,5.6035030500519145,0.9135540200029556,0.5870105593421662
1,200,50,10,1,1,14.87648183427592,57.57142857578392,2.5427657965634043,5.655011675925694,0.8888435972723739,0.599159253796713
2,200,50,10,1,1,17.892538268688295,54.243881650013634,2.9596773629791246,5.432259095648181,0.9103242936940276,0.6120110580768579
3,200,50,10,1,1,16.370442133768112,57.525471791368226,2.9764663639146756,5.6836645561620385,0.9072701033837548,0.5911826429353266
4,200,50,10,1,1,15.991109104182705,55.729213640666636,2.697254798432869,5.593591320298728,0.917077937808877,0.6066643825868259
1,5,25,20,1,1,43.10476165082763,50.828032295938335,4.545214286481344,5.11782384794022,0.7028039388885912,0.6383927881664906
2,5,25,20,1,1,34.00469118683661,139.34491409384938,4.119510312548401,8.13112157863848,0.7468839140049462,0.3109433869362111
3,5,25,20,1,1,33.78400788821381,54.95900559884678,3.893052947082154,5.334502779976787,0.751956550625412,0.6003321103193531
4,5,25,20,1,1,39.494215009663804,167.1690642545869,4.423044077938246,8.932148838216282,0.7141655776162661,0.22896889281075058
1,10,25,20,1,1,30.850344760624306,53.38578584699571,3.7927530738985697,5.402100837225581,0.7727005557161857,0.6182891980816133
2,10,25,20,1,1,29.46720155275161,52.98219172870411,3.6513659643369922,5.372466014682061,0.7784512610473288,0.6235957374799403
3,10,25,20,1,1,31.325902358736805,56.42887201649687,3.7503050033897085,5.598151239697463,0.7688849258541203,0.6040933481482069
4,10,25,20,1,1,29.54128937508924,54.57539056510742,3.666671670008356,5.372054522579791,0.7870279926476369,0.6100206258817121
1,20,25,20,1,1,27.11663168256951,50.00760621088432,3.510640090794288,5.198251745101139,0.7966864094740936,0.6418768604736379
2,20,25,20,1,1,29.68958994764849,49.41860166639247,3.6603674079953006,5.071907807238046,0.7766078197013251,0.6401406907464581
3,20,25,20,1,1,22.556454983693712,56.407729071794506,3.434375132973256,5.50049450773933,0.8425851232485605,0.60636243572815
4,20,25,20,1,1,23.935007908338203,55.97837237822754,3.2054244707762773,5.474141774328265,0.8264989935792613,0.6060163942273669
1,50,25,20,1,1,29.906792148227463,52.1831802616525,3.6840479405056854,5.3255220432113655,0.8180508715412086,0.6379383775821483
2,50,25,20,1,1,17.33669277368757,56.33832326669782,2.778897390516379,5.532642277464154,0.8693624696353939,0.6025629822042189
3,50,25,20,1,1,18.853968394741457,57.13870985819126,3.1011998597808503,5.593858173509025,0.8659131037797413,0.6103146318468616
4,50,25,20,1,1,17.33366548342981,54.06263553927674,2.7414921842196844,5.471771254201794,0.8760319543699787,0.6171707531601672
1,100,25,20,1,1,21.86592722697453,52.58886802734021,3.1293998403685,5.378170949200743,0.8344908338219694,0.6359970307612717
2,100,25,20,1,1,16.709437285396675,56.85504104065159,2.6523843514527012,5.5522358128157885,0.8810424762608347,0.5978326397098039
3,100,25,20,1,1,19.035646877843796,54.67937122206384,2.904269899417305,5.461508973914977,0.884235922364241,0.6130594230426047
4,100,25,20,1,1,14.4742562900264,55.44899195490872,2.4604087432362367,5.547294298360469,0.8970767262488903,0.6016725236601568
1,200,25,20,1,1,20.971607796180148,56.27882301329661,3.0409913700409157,5.61253225012845,0.8466669401496001,0.6121587028868607
2,200,25,20,1,1,15.64114540904132,56.94821555507833,2.6183888605012253,5.5803836365308435,0.8834726674781395,0.599181630582261
3,200,25,20,1,1,17.150641809246167,53.27448102145641,2.860792167027356,5.445051857858938,0.8986630116002875,0.6188766494713428
4,200,25,20,1,1,15.528885778551738,49.98309814078757,2.5556018728827974,5.311588224698523,0.8964460999344072,0.639050390596284
1,5,50,20,1,1,34.73425772086109,55.0016519526944,3.9817915573904674,5.486665542378506,0.7431446376908898,0.6094493698653434
2,5,50,20,1,1,29.604898191592472,53.97825087761306,3.662183323581489,5.189941393515144,0.7970775778711345,0.6092575020617051
3,5,50,20,1,1,31.964526199722098,132.10663756886257,3.7592107818896756,7.802899835527794,0.7763637354441849,0.34775002384628045
4,5,50,20,1,1,27.326531463176128,151.9483354417918,3.518494638885674,8.65311655887848,0.8076827054789442,0.29834194530652025
1,10,50,20,1,1,23.880230308245192,55.53226111035048,3.2085443957313533,5.535056455287368,0.8214401658835107,0.5996838597052342
2,10,50,20,1,1,23.884788091674174,58.252108292423515,3.14882859939547,5.572697835798234,0.8235051410436045,0.5946725282851015
3,10,50,20,1,1,21.17620870044982,58.70923935615416,2.938882262623348,5.533654646947866,0.8467228555048056,0.5961961314943662
4,10,50,20,1,1,20.65210476153366,59.373298553790214,2.9966781742293183,5.661323867992282,0.8540780158081663,0.5974441615944848
1,20,50,20,1,1,22.753501243574206,57.03785859009726,3.212811094254953,5.599937200797192,0.8315954822982071,0.6084994339088137
2,20,50,20,1,1,19.851471605492087,58.03261694913945,2.7715382566319287,5.677900533661175,0.8622964584741426,0.6082612899329196
3,20,50,20,1,1,16.63568458631565,59.657735084412714,2.8414187832260183,5.773148899170601,0.8784640512766471,0.5828972612229415
4,20,50,20,1,1,19.31961749478331,64.59184043124402,2.8084437292906834,5.955163845442844,0.8690812685742646,0.5785727212407863
1,50,50,20,1,1,20.707782348413645,53.4516714055498,2.927801484133149,5.440345424113252,0.8470507871554527,0.6283384001926839
2,50,50,20,1,1,18.254249830045175,56.25582660305744,2.7993995286814295,5.417707618517825,0.8848741266247548,0.6111172693981247
3,50,50,20,1,1,13.501797544316444,63.20390644075956,2.3542377837111785,5.870465136370697,0.9016486944500475,0.5644411771257049
4,50,50,20,1,1,13.226506474170533,57.0039986622322,2.4361208186443024,5.618251576477312,0.9020852350637324,0.6113139571247095
1,100,50,20,1,1,17.126977652277482,52.80904873614512,2.692362516311077,5.417839231294826,0.8902318013683528,0.6302808856906083
2,100,50,20,1,1,13.256797714240973,52.622296714822454,2.392700671093569,5.3823632388895755,0.9003452582460829,0.6290676663871073
3,100,50,20,1,1,12.395816841577973,60.8395082342153,2.278553817121128,5.8820661517535084,0.9062323748020455,0.582851556651235
4,100,50,20,1,1,12.278091722811638,55.55519148300904,2.302077786574965,5.496026627011972,0.9087934054286336,0.6172322838611474
1,200,50,20,1,1,19.10788287587925,58.20615065492865,2.9170318122676244,5.677161245406409,0.8759909287408192,0.6020915601114045
2,200,50,20,1,1,33.670086476786686,58.151945448652015,4.361261146571336,5.6577350534285165,0.8907794928285319,0.5923806021802563
3,200,50,20,1,1,17.620356611347127,58.89501367445971,2.7315135232889634,5.565138556240418,0.9016720452806353,0.5868155641306066
4,200,50,20,1,1,16.33125025152382,55.928577898482175,3.0649459532639276,5.67128764521916,0.9095126484213019,0.5992475738073335
1,5,25,100,1,1,83.8858184715407,89.65109765955167,6.585555318537291,6.871097016686434,0.42251019527001404,0.37271228208802104
2,5,25,100,1,1,80.85748685494426,85.47981648984234,6.512595050521254,6.739135062108414,0.43987405551314634,0.4152308756750341
3,5,25,100,1,1,538.4577342476414,88.17320965886609,20.17012223593515,6.953539163874705,0.0035458643069513443,0.4044111445724976
4,5,25,100,1,1,54.651014468574324,89.22450374717002,5.397193947538056,6.857003894909301,0.6103526259358611,0.3740094063259019
1,10,25,100,1,1,69.40990647999799,73.90453466353624,5.995317682885274,6.356183545499924,0.5165869124152587,0.47548640945611836
2,10,25,100,1,1,52.15959149099537,80.60020850330186,5.188207884443429,6.513122834331366,0.6390348260972473,0.4458377781903264
3,10,25,100,1,1,58.844793887111955,67.6378715296725,5.496973688991847,5.939490495270612,0.5791473570139882,0.5352064784289501
4,10,25,100,1,1,63.43402583708964,71.98554651990176,5.620289064642381,6.193447229982677,0.566684609070306,0.5006336838317711
1,20,25,100,1,1,42.10517383573049,64.83239165250191,4.574714392048437,5.917716830496712,0.7004741481012039,0.541661884719798
2,20,25,100,1,1,48.24938425611155,66.22023842647832,4.8354991572209265,5.959268257637543,0.6760528064646812,0.5364004189275086
3,20,25,100,1,1,39.81166675914117,63.97208406546315,4.361308980052612,5.929386126303836,0.7248285881470917,0.5453983883437125
4,20,25,100,1,1,31.14812757570776,60.8480156169762,4.015160575194588,5.684598746860112,0.7657976679178345,0.575632899090531
1,50,25,100,1,1,38.91014679101546,55.99531427213204,4.381594229628919,5.441408902833675,0.7120889924345385,0.6053420426829886
2,50,25,100,1,1,30.927386135161857,55.7503843662884,3.7683766484483385,5.4306240667794246,0.7751205786454286,0.6076937272700612
3,50,25,100,1,1,27.303692903411772,57.42076535971824,3.5783129786839516,5.58618602071306,0.8009968116007187,0.6018758312327545
4,50,25,100,1,1,23.94806531250817,53.294734560951646,3.2510708140716558,5.38509796632106,0.8245537316527504,0.6130241041567688
1,100,25,100,1,1,37.18814143853418,53.27036644178795,4.216464349302311,5.341999333029324,0.7346157858444039,0.6173082040269466
2,100,25,100,1,1,22.43461552722727,52.41794667941185,3.1922781136484564,5.411863797474944,0.829739439982482,0.6178644790285182
3,100,25,100,1,1,26.2119146590054,55.494430300534816,3.402774683320668,5.575908857928088,0.828668834817646,0.6077690031484372
4,100,25,100,1,1,18.476205159506293,58.17070770401162,3.047999486973035,5.619214900505871,0.870457256569315,0.5945517684620795
1,200,25,100,1,1,28.196682394180097,49.60917184640311,3.6222850689677184,5.122998385278232,0.7878676942280973,0.6483872305922695
2,200,25,100,1,1,19.37939130043053,54.393923158406295,2.8670045607687493,5.463016044966008,0.858232268057441,0.6129371068046189
3,200,25,100,1,1,21.74804473552864,56.14589252090564,3.043850288005158,5.504536341610212,0.873479079861402,0.6029108670555181
4,200,25,100,1,1,16.033824265852527,59.43171678572502,2.680213699765466,5.7354896041969665,0.8829356102397399,0.5844544346857105
1,5,50,100,1,1,54.91250016917371,63.794900874516394,5.260218011122556,5.842242357782379,0.6295998714649138,0.5572660908584582
2,5,50,100,1,1,39.86134814685338,71.34158410771037,4.432960479333756,6.100888171120906,0.7167361893674765,0.5016531601128953
3,5,50,100,1,1,62.874248918948695,268.8287564890746,5.675898944484493,12.233843045118807,0.5657147194274684,0.07140366234954816
4,5,50,100,1,1,54.176919010660725,75.50444215100649,5.212207197927141,6.341975877061844,0.6074369788968105,0.4805229554041969
1,10,50,100,1,1,51.92529243420713,64.33898268504218,5.1258419599253235,5.86693609974372,0.6347351968630813,0.5534393326274752
2,10,50,100,1,1,38.6943336390088,60.243025372033784,4.257961011047863,5.6951981629333295,0.7259242863988024,0.5773592749814485
3,10,50,100,1,1,42.958201039942814,58.98758100590863,4.542367614090763,5.684497848294037,0.7026782131554765,0.5809175250246146
4,10,50,100,1,1,51.4291749295352,58.39688965400824,5.049914334095601,5.753012975865749,0.6452030621607193,0.5847861134128596
1,20,50,100,1,1,34.835265778921944,55.5662510431508,3.9525059361920705,5.557195527216799,0.7551591963049236,0.6173086936664073
2,20,50,100,1,1,27.18919474932621,55.712044458051516,3.4181673023528525,5.438185708903329,0.8112639420028124,0.6038611656041617
3,20,50,100,1,1,24.01035270743662,56.919039190558244,3.1291189145754346,5.5555076844508,0.8344306417993064,0.6014786073117825
4,20,50,100,1,1,22.93245178324733,57.16086746369657,3.262142463049604,5.603437092457253,0.8282365950717756,0.6137761814288024
1,50,50,100,1,1,28.444775966369562,51.31564404326473,3.516561910669602,5.281772805792344,0.7961215056314543,0.6299429689759409
2,50,50,100,1,1,26.020460505771894,54.975321501095024,3.3207276389035694,5.5047816442695146,0.8416798646356003,0.6145943101722419
3,50,50,100,1,1,18.574565117498842,57.62936579019148,2.819407251123926,5.530469007965824,0.8816319765018441,0.5950248723404773
4,50,50,100,1,1,18.53926068919328,64.19806719306268,2.8247704129416906,6.02714967358307,0.8710579989118848,0.5604629631786715
1,100,50,100,1,1,23.024914338517156,48.728228358638084,3.1175412485142995,5.122480360360881,0.8343099710304537,0.6472955852498533
2,100,50,100,1,1,20.002850144397176,62.60587276704889,2.909734534079305,5.818552650929353,0.8769637546421609,0.5681426348440194
3,100,50,100,1,1,14.193538378130723,60.62195198405026,2.4993853246443565,5.770821774219498,0.893277631262613,0.5883118687018085
4,100,50,100,1,1,12.950171326461739,59.407241726589426,2.4293497452929342,5.574950202344963,0.9017334384299175,0.5888785238883162
1,200,50,100,1,1,20.663241334149912,51.768308633022066,3.005107334498076,5.257514436831102,0.8451613060436425,0.6337254748014022
2,200,50,100,1,1,17.77006634684048,53.54538714091001,2.734611039471038,5.398409875723786,0.8954315167745596,0.6137151018194166
3,200,50,100,1,1,14.159938998219477,57.77654212276399,2.400343969269908,5.613707202783737,0.9096659783682207,0.595888544902479
4,200,50,100,1,1,20.515266690605614,52.487212079921264,3.110678146413314,5.323699115899637,0.9051184859105662,0.6248772041297009
1,5,25,3,2,1,28.121026558715204,56.19370494094512,3.6206067387384633,5.5287279645047365,0.7867249342921518,0.6106913805035203
2,5,25,3,2,1,34.82872875755575,57.672551035472495,3.9213275235915535,5.615326434702244,0.7757555059282917,0.5946799522566101
3,5,25,3,2,1,30.642993104524287,51.98701214467752,3.7241625685623116,5.302123509392425,0.7730890291905587,0.6259575989008943
4,5,25,3,2,1,27.112771573656584,62.08790019444818,3.4241415453153703,5.69671954782662,0.7983402444479557,0.5806208426971184
1,10,25,3,2,1,27.803407482651142,58.781366276713115,3.470008154903675,5.814527371578165,0.8352122660795712,0.5969334312330422
2,10,25,3,2,1,20.15216874350325,52.93056289713313,2.971002281430223,5.381251048873103,0.8504351831617386,0.6282751821484939
3,10,25,3,2,1,20.1661204000705,62.97705886183172,3.1566871692892127,5.877444165247533,0.8527853132521503,0.5659146391530806
4,10,25,3,2,1,21.719684095913856,54.21092161025225,3.019644213221906,5.381225675325369,0.8429270276807523,0.6201899668039521
1,20,25,3,2,1,23.6158002005871,51.03711692465559,3.153525171156428,5.295454905367353,0.8341600183887126,0.6423696908974466
2,20,25,3,2,1,23.89923195597719,57.53474012866971,3.3190225633163046,5.574528436582642,0.849931923679108,0.5983896389552434
3,20,25,3,2,1,19.187592710693522,60.38506753644067,2.890070626444803,5.7856061654606314,0.8627662784597032,0.5969018905280584
4,20,25,3,2,1,21.471682466533178,59.65091268767037,3.176958969593833,5.807196039641487,0.8743010625876975,0.5869739459254987
1,50,25,3,2,1,17.481378781019025,61.090678663599356,2.7981836220483665,5.885241643204136,0.8714430748186895,0.5920866935863086
2,50,25,3,2,1,14.299742007098054,58.58209103023673,2.5229950667542136,5.571264841095853,0.8977927513602041,0.6041560603871738
3,50,25,3,2,1,21.64832910767664,52.691751443682385,3.169117651260751,5.421206351323355,0.8953931292209983,0.6243338662996416
4,50,25,3,2,1,13.88120440910246,59.8765792795086,2.4807260909145774,5.635669345613273,0.9052225932094218,0.5814307233132582
1,100,25,3,2,1,17.26991778369841,60.26894136673905,2.971781266183514,5.783349746881286,0.8764192342885458,0.5902108300463457
2,100,25,3,2,1,20.18000779426918,64.25150915798994,3.0871892638658354,5.822182865589373,0.8904452752626025,0.5655188632832138
3,100,25,3,2,1,14.074308808491304,65.4529088345966,2.497464948723954,5.895870222835439,0.8954788495795778,0.5473165864875046
4,100,25,3,2,1,13.936890528566817,60.95698846403412,2.460437413304669,5.756557778994734,0.8996649040849799,0.577925286224099
1,200,25,3,2,1,15.414489598979356,55.81572378157548,2.7769293966519735,5.647375236020311,0.8859712813793068,0.6066726515472847
2,200,25,3,2,1,15.667485547898057,61.94364129472239,2.649091439720309,5.685455822673654,0.8844641491954107,0.5709115673211976
3,200,25,3,2,1,23.46707760353736,66.23766135876653,3.415497568089626,5.7336605906948375,0.8981530716801003,0.5401171301453368
4,200,25,3,2,1,14.018750356537101,63.6585307723315,2.574438500853857,5.807858476564049,0.8963585866910398,0.5742802161786721
1,5,50,3,2,1,27.69758256822943,65.84067447703441,3.38615541875514,6.136222270509081,0.7951809605228974,0.5602066502613463
2,5,50,3,2,1,26.822829544721387,59.745261464428495,3.502462249264812,5.743048405601381,0.7998345936617973,0.585458228163716
3,5,50,3,2,1,24.13688345324643,62.392833294736754,3.1923316822410244,5.877225654879754,0.8237013250032456,0.5672588781853167
4,5,50,3,2,1,20.195207342299444,65.75750654815396,2.874315289053976,6.037833101643191,0.865077237125772,0.5537220153727207
1,10,50,3,2,1,19.060240297351836,65.41643310764202,2.8815138880757405,6.136003117835113,0.8721672152569384,0.5721587044520035
2,10,50,3,2,1,16.83824190080046,65.8835566374357,2.666226317333483,5.973816893568249,0.8853486298352691,0.5651153179052647
3,10,50,3,2,1,16.791911254055524,57.78544437102822,2.888047819756662,5.64321485780064,0.8760915228680258,0.5996898669047676
4,10,50,3,2,1,22.71301202202075,63.19242086767317,3.309904825072797,6.008628197979529,0.8906167744996915,0.5750366538701182
1,20,50,3,2,1,16.920626957394333,62.159057738865215,2.6838480743884485,5.984916991808813,0.8806903996658175,0.587123444360117
2,20,50,3,2,1,18.236419947234243,59.05027603855538,2.821277918991791,5.787444592849495,0.891893529071966,0.5981224481039792
3,20,50,3,2,1,13.731585477645652,61.36794698589601,2.3662045950987256,5.6953420814987386,0.9077273043622488,0.5784484941861279
4,20,50,3,2,1,14.110415790682119,63.00826471190605,2.545516882512607,5.9333180014892735,0.8978900813347264,0.5786496072445374
1,50,50,3,2,1,15.632578857519338,60.385616859161196,2.6895931110872966,5.875374524800086,0.882272344497832,0.5879374689656454
2,50,50,3,2,1,13.426444822529302,55.54934936389602,2.4550883303095694,5.523062262393471,0.9021527752431732,0.6134097983558954
3,50,50,3,2,1,13.085328659051362,57.255255131882016,2.5531049922803675,5.490089481099497,0.9136016753035108,0.5900991748717109
4,50,50,3,2,1,17.649171398165194,58.50991921553284,2.8311007413177363,5.529635355743326,0.9143916390679421,0.5895906017928856
1,100,50,3,2,1,14.387023955036554,60.45311690086534,2.435172244859333,5.833793007050075,0.900814657673426,0.5857827965822989
2,100,50,3,2,1,13.33442474216255,61.237305546829376,2.4005836408727386,5.5568552233591335,0.9134868589690891,0.5698873233963667
3,100,50,3,2,1,11.175205571797584,54.519801622552876,2.340357203841054,5.2933117107248,0.9169188660696923,0.6069330604929971
4,100,50,3,2,1,12.611738871910259,56.425921511372934,2.3746765902468594,5.43239210591408,0.9133509252494154,0.5933460734635101
1,200,50,3,2,1,15.155972423707984,60.67537456494603,2.4678963705352666,5.87602533642936,0.9082690685534697,0.577926810050938
2,200,50,3,2,1,11.35924711337789,58.354853385849275,2.222737649459541,5.633134742962816,0.9163255128815855,0.5880787436697468
3,200,50,3,2,1,13.734865036327644,60.92239138223691,2.3904915542490417,5.629953040652401,0.9143652124307713,0.5691066553468331
4,200,50,3,2,1,32.06576981062957,53.37300683055292,4.227923478622048,5.307322558582959,0.9136293567411344,0.6147834464393548
1,5,25,5,2,1,32.05644385911493,52.79026084250359,3.8209049172803997,5.354066020063541,0.7748351149281324,0.6174309247449723
2,5,25,5,2,1,31.462010074549067,51.84490900871033,3.6936403286772346,5.1471639194450995,0.7946039220615412,0.6309023425842682
3,5,25,5,2,1,35.66878068007896,125.13858026439422,3.999337214596012,7.7848346848703125,0.7572884108743342,0.33557794847525046
4,5,25,5,2,1,29.693726085550644,54.10306631076958,3.636610709884194,5.319507957169133,0.7784261639681211,0.6207233902774255
1,10,25,5,2,1,27.67681744090832,57.3451455401026,3.5530471727653823,5.802480110072826,0.7996594270237776,0.6026257368963167
2,10,25,5,2,1,25.464410498084856,58.25185376430042,3.4560225767596386,5.665969567635255,0.8070305948115202,0.5985295018795016
3,10,25,5,2,1,27.83913098233061,59.42812048525772,3.530390000674097,5.772882957751784,0.7929951410552768,0.5918484722019104
4,10,25,5,2,1,23.318358563626347,55.980265041224996,3.2227857549619827,5.449051125123778,0.8286894298764605,0.6096740396700049
1,20,25,5,2,1,23.789872374337808,59.04583629516484,3.2230616955550393,5.732579353317889,0.8201604889812361,0.6076706115551243
2,20,25,5,2,1,17.892328125723573,59.68662065066425,3.031553888886021,5.71116593322043,0.8727762625599959,0.5969221057862857
3,20,25,5,2,1,19.1079916059503,62.43104585799972,2.914019543167323,5.817334788860615,0.8579742438857836,0.5710246467276976
4,20,25,5,2,1,17.297038995090563,56.51504221770198,2.7326328848765367,5.65978669616181,0.8802561841306075,0.6041678783650017
1,50,25,5,2,1,19.58770716447685,61.164798135527626,3.1096422940910364,5.798068401325065,0.8557194389751714,0.5867536991365034
2,50,25,5,2,1,17.276323994564656,56.757228645227116,2.750340961685441,5.646390260068636,0.8832976853873475,0.5944767395073012
3,50,25,5,2,1,17.55438573883673,54.04323693697325,2.7519750676969177,5.364319166686997,0.8804809142641115,0.6210763470257539
4,50,25,5,2,1,23.814915515029558,60.406526886372355,3.41405959194837,5.718806083907618,0.8881064884350373,0.5825136097847657
1,100,25,5,2,1,19.245043775668222,60.08249480878148,2.8719543463554396,5.822364072915887,0.8865815894069088,0.5979319282975877
2,100,25,5,2,1,14.620119566214088,52.21199101445457,2.51676105810835,5.345689235155238,0.8917293732513588,0.6258941923829815
3,100,25,5,2,1,14.644446477987715,57.634588032416495,2.75799918991354,5.483027866701295,0.898879268111104,0.594221591305215
4,100,25,5,2,1,19.438085398616295,58.393921531463356,3.0456158918992533,5.601054389274389,0.8966577102163702,0.5926493891096424
1,200,25,5,2,1,15.95131386786506,60.464737304956714,2.6242670295849755,5.86104413875834,0.8848865317447221,0.5910388995577736
2,200,25,5,2,1,18.02742160241402,62.32981184249621,2.929892506616467,5.727114042503204,0.878299216409516,0.582639429785394
3,200,25,5,2,1,12.768318699405237,57.84870080106621,2.436480498904012,5.56124090792856,0.9031901981367438,0.588003806010832
4,200,25,5,2,1,22.68718267968147,62.20180791896447,3.360006854056847,5.759224474189162,0.9038967861331172,0.5675528771450526
1,5,50,5,2,1,24.22914703112434,63.39965421120948,3.400111196947192,5.903589631249934,0.8199358533948715,0.5765909525216035
2,5,50,5,2,1,22.811753356765827,55.68974285351796,3.1112000471641994,5.417768583794333,0.8287253428670308,0.6140525157398239
3,5,50,5,2,1,28.58430667858242,116.26259988463046,3.4652625110198017,7.467083484203367,0.7908773187294598,0.33997253868386584
4,5,50,5,2,1,20.80666230303978,61.27380676385704,2.9999002958354324,5.791673100466469,0.855595963420856,0.587398156106232
1,10,50,5,2,1,22.16964126322898,58.72111744457141,3.2631793147325285,5.801378356041362,0.8340926902881457,0.5874964365041556
2,10,50,5,2,1,19.83644040908832,57.94213519034509,2.943469273141726,5.723540777052375,0.8738232019961466,0.6034610815738429
3,10,50,5,2,1,18.484937316269786,58.07737819220522,2.8266743449796636,5.659670818232974,0.8721358796196284,0.5948887807399331
4,10,50,5,2,1,18.573974504600777,64.27759074529237,2.8698937132782714,5.968203652622404,0.8886181517157598,0.5698473126278354
1,20,50,5,2,1,17.443826059965417,57.459592403865216,2.688721232873601,5.681809121882513,0.8697078674718907,0.6040890513415151
2,20,50,5,2,1,21.866005662679903,67.37673676449262,3.1725796796940715,5.9977596294483755,0.888834314588273,0.5563762110619982
3,20,50,5,2,1,14.994004741299818,57.74627413852945,2.5270871758186626,5.556495085311023,0.9020965946873318,0.6017933845221564
4,20,50,5,2,1,14.218278750685627,64.97564149990438,2.4760943169418135,5.9989244862690985,0.8939640760964422,0.5554525690816512
1,50,50,5,2,1,16.038330747260233,60.54489436844119,2.682943539112274,5.87722150757327,0.8809522931915701,0.5844423280085206
2,50,50,5,2,1,18.615256104142198,58.43932275532905,2.962007212318004,5.701646873985638,0.9127274035825172,0.5961517824956936
